Date;Time ;Weekday;P_pump ;p_TDLAS;p_in ;I_total;U_supply ;external_pump;Runtime;Conc_estimate;pCH4;xCH4;T_control;T_gas;%rH_gas;
-   ;-    ;-      ;W      ;mbar   ;mbar ;mA     ;V        ;-            ;s      ;ppm          ;µatm;ppm ;°C       ;°C   ;%;
2021-03-31;06:18:13;3;2,996;1045,94;1026,68;314,375;24,624172;1;426987;341,271;342,068;337,591;34,002;30,681;55,942;
2021-03-31;06:19:13;3;0,439;1045,35;1026,13;325,525;24,623388;1;427047;286,171;286,759;283,158;34;30,692;56,178;
2021-03-31;06:19:23;3;0,439;1032,86;1024,06;236,925;24,637228;1;427057;389,051;388,876;384,771;34,006;30,657;26,312;
2021-03-31;06:19:33;3;0,439;1031,88;1024,26;228,1;24,633106;1;427067;397,911;397,796;393,518;33,998;30,637;15,972;
2021-03-31;06:19:43;3;0,439;1031,52;1024,36;254,975;24,635264;1;427077;400,133;400,052;395,712;34,001;30,641;15,096;
2021-03-31;06:19:53;3;0,439;1031,27;1024,45;233,325;24,633105;1;427087;401,047;400,999;396,614;33,995;30,63;14,832;
2021-03-31;06:20:03;3;0,439;1031,08;1024,48;255,35;24,636835;1;427097;401,408;401,369;396,97;33,999;30,625;14,689;
2021-03-31;06:20:13;3;0,439;1031,06;1024,5;255,2;24,634872;1;427107;401,505;401,476;397,066;33,999;30,631;14,596;
2021-03-31;06:21:13;3;0,438;1045,41;1026,27;326,725;24,62535;1;427167;265,24;265,848;262,473;34,001;30,672;56,223;
2021-03-31;06:22:13;3;0,438;1044,97;1025,76;329,587;24,623092;1;427227;221,984;222,428;219,714;33,995;30,683;56,431;
2021-03-31;06:22:23;3;0,439;1032,79;1022,89;254,3;24,635265;1;427237;294,769;294,43;291,653;33,999;30,641;25,823;
2021-03-31;06:22:33;3;0,439;1031,93;1023,24;248,05;24,63821;1;427247;303,069;302,813;299,854;33,997;30,637;16,086;
2021-03-31;06:22:43;3;0,439;1031,51;1023,47;242,65;24,63448;1;427257;304,732;304,54;301,497;34,002;30,635;15,21;
2021-03-31;06:22:53;3;0,438;1031,33;1023,63;236,65;24,636639;1;427267;305,359;305,213;302,117;34,005;30,625;14,945;
2021-03-31;06:23:03;3;5,552;1031,28;1023,83;244,275;24,638602;1;427277;305,499;305,413;302,255;33,995;30,623;14,831;
2021-03-31;06:23:13;3;0,439;1030,99;1023,93;252,55;24,634088;1;427287;305,701;305,643;302,455;33,991;30,615;14,71;
2021-03-31;06:24:13;3;0,438;1045,26;1026,13;318,487;24,623682;1;427347;201,792;202,289;199,748;34;30,67;56,474;
2021-03-31;06:25:13;3;0,438;1044,83;1025,59;323,512;24,625743;1;427407;170,038;170,394;168,342;33,999;30,686;56,692;
2021-03-31;06:25:23;3;0,438;1032,4;1023,23;241,925;24,63762;1;427417;223,739;223,631;221,449;34,005;30,643;26,193;
2021-03-31;06:25:33;3;0,438;1031,28;1023,49;255,55;24,635657;1;427427;230,181;230,121;227,818;34,002;30,637;16,185;
2021-03-31;06:25:43;3;5,552;1031,06;1023,67;260,05;24,639977;1;427437;231,713;231,692;229,333;33,994;30,639;15,303;
2021-03-31;06:25:53;3;0,438;1030,76;1023,82;245,075;24,638406;1;427447;232,441;232,452;230,053;34,002;30,631;15,053;
2021-03-31;06:26:03;3;0,438;1030,65;1023,93;256,925;24,635854;1;427457;232,667;232,704;230,276;34,001;30,625;14,881;
2021-03-31;06:26:13;3;0,438;1030,64;1024;255,25;24,638406;1;427467;232,919;232,972;230,525;33,994;30,627;14,803;
2021-03-31;06:27:13;3;2,995;1045,01;1025,88;320,337;24,626038;1;427527;154,899;155,278;153,365;33,998;30,679;56,716;
2021-03-31;06:28:13;3;0,439;1044,62;1025,44;309,262;24,626528;1;427587;131,006;131,285;129,724;34,002;30,695;56,909;
2021-03-31;06:28:23;3;0,439;1031,92;1023,56;243,9;24,641744;1;427597;173,189;173,204;171,459;34,003;30,661;27,31;
2021-03-31;06:28:33;3;0,438;1030,93;1023,76;248,475;24,640369;1;427607;176,625;176,672;174,857;34,003;30,661;16,243;
2021-03-31;06:28:43;3;0,438;1030,5;1023,88;225,325;24,637425;1;427617;177,586;177,653;175,807;34,003;30,661;15,404;
2021-03-31;06:28:53;3;0,438;1030,31;1023,98;245,425;24,639976;1;427627;178,247;178,331;176,462;34,001;30,653;15,103;
2021-03-31;06:29:03;3;0,439;1030,09;1024,07;249,3;24,637032;1;427637;178,065;178,165;176,282;33,998;30,643;14,975;
2021-03-31;06:29:13;3;0,438;1030,06;1024,17;240,075;24,639191;1;427647;178,279;178,397;176,494;34,003;30,643;14,882;
2021-03-31;06:30:13;3;0,438;1045,12;1025,98;311,7;24,626725;1;427707;119,268;119,592;118,107;33,999;30,706;56,942;
2021-03-31;06:31:13;3;2,995;1044,69;1025,64;315,687;24,629081;1;427767;100,804;101,054;99,833;34,001;30,72;57,134;
2021-03-31;06:31:23;3;0,438;1031,19;1023,79;219,625;24,636443;1;427777;132,303;132,371;131,008;33,999;30,679;26,398;
2021-03-31;06:31:33;3;0,438;1030,13;1023,95;240,25;24,641154;1;427787;135,59;135,678;134,26;34,002;30,677;16,386;
2021-03-31;06:31:43;3;0,438;1029,9;1024,04;237,45;24,63605;1;427797;136,436;136,536;135,097;33,995;30,683;15,462;
2021-03-31;06:31:53;3;5,552;1029,59;1024,12;224,575;24,639387;1;427807;136,682;136,792;135,34;34,002;30,675;15,19;
2021-03-31;06:32:03;3;0,438;1029,65;1024,22;243,35;24,63605;1;427817;136,932;137,056;135,587;33,998;30,675;15,062;
2021-03-31;06:32:13;3;0,438;1029,35;1024,28;233,725;24,643314;1;427827;136,96;137,092;135,615;34;30,669;14,955;
2021-03-31;06:33:13;3;0,438;1044,85;1025,79;299,862;24,625645;1;427887;91,785;92,03;90,904;34,001;30,744;57,115;
2021-03-31;06:34:13;3;0,438;1044,48;1025,5;310,725;24,62486;1;427947;77,856;78,047;77,115;34;30,769;57,315;
2021-03-31;06:34:23;3;0,438;1031,37;1022,75;251,95;24,638602;1;427957;101,357;101,321;100,38;33,997;30,715;26,443;
2021-03-31;06:34:33;3;0,438;1030,41;1023,08;255,7;24,634676;1;427967;104,479;104,475;103,471;33,988;30,699;16,409;
2021-03-31;06:34:43;3;0,438;1030,02;1023,36;231,475;24,642725;1;427977;104,716;104,739;103,704;34,003;30,701;15,512;
2021-03-31;06:34:53;3;0,438;1029,85;1023,53;243,025;24,640173;1;427987;105,319;105,361;104,302;33,995;30,697;15,256;
2021-03-31;06:35:03;3;0,439;1029,63;1023,71;236,35;24,642922;1;427997;105,304;105,363;104,286;34,002;30,701;15,121;
2021-03-31;06:35:13;3;0,438;1029,46;1023,88;240,225;24,640762;1;428007;105,455;105,533;104,437;33,998;30,697;15,006;
2021-03-31;06:36:13;3;0,438;1044,65;1025,72;306;24,625743;1;428067;71,177;71,37;70,502;33,999;30,763;57,289;
2021-03-31;06:37:13;3;0,438;1044,32;1025,49;303,075;24,629964;1;428127;60,864;61,018;60,289;34;30,79;57,47;
2021-03-31;06:37:23;3;5,552;1030,78;1023,71;224,8;24,639584;1;428137;78,319;78,374;77,573;34;30,753;26,305;
2021-03-31;06:37:33;3;0,438;1029,91;1023,94;234,825;24,641547;1;428147;80,987;81,061;80,215;34;30,745;16,454;
2021-03-31;06:37:43;3;0,438;1029,5;1024,05;234,05;24,637817;1;428157;81,188;81,271;80,413;33,996;30,739;15,564;
2021-03-31;06:37:53;3;0,439;1029,39;1024,19;224,375;24,638406;1;428167;81,501;81,595;80,724;34,002;30,741;15,322;
2021-03-31;06:38:03;3;5,551;1029,12;1024,29;235,575;24,640762;1;428177;81,483;81,586;80,706;34,001;30,753;15,144;
2021-03-31;06:38:13;3;0,438;1029,16;1024,35;221,8;24,639191;1;428187;81,42;81,526;80,643;34;30,749;15,051;
2021-03-31;06:39:33;3;0,438;1044,77;1026,02;301,487;24,63232;1;428267;52,48;52,642;51,987;34,001;30,817;57,525;
2021-03-31;06:40:33;3;0,438;1044,55;1025,74;298,612;24,63124;1;428327;44,267;44,393;43,853;33,998;30,863;57,652;
2021-03-31;06:42:41;3;0,438;1042,1;1023,14;301,1;24,62859;1;428408;38,107;38,12;37,751;34,003;30,874;57,935;
2021-03-31;06:43:41;3;0,438;1042,49;1023,57;298,45;24,630946;1;428468;32,75;32,776;32,446;33,997;30,946;57,861;
2021-03-31;06:44:41;3;0,438;1042,79;1023,86;297,675;24,630357;1;428528;28,168;28,199;27,907;33,998;30,987;57,788;
2021-05-24;10:37:54;1;0,414;1032,27;1012,68;1324,325;18,802493;1;428619;8,79;8,704;8,709;24,664;21,766;50,423;
2021-05-24;10:38:54;1;0,416;1037,24;1017,71;1325,712;18,801118;1;428679;8,414;8,373;8,337;25,912;21,892;51,44;
2021-05-24;10:39:54;1;0,419;1038,78;1019,32;1316,2;18,799155;1;428739;9,302;9,272;9,217;26,914;22,087;51,954;
2021-05-24;10:40:54;1;0,421;1038,78;1019,46;1318,362;18,800824;1;428799;9,81;9,78;9,72;27,825;22,368;52,187;
2021-05-24;10:41:54;1;0,422;1038,33;1018,89;1324,137;18,799253;1;428859;9,552;9,517;9,464;28,69;22,692;52,225;
2021-05-24;10:42:54;1;0,424;1037,54;1018,04;1323,512;18,798763;1;428919;9,246;9,204;9,16;29,514;23,054;52,109;
2021-05-24;10:43:54;1;2,983;1036,53;1017,06;1321,137;18,7968;1;428979;8,55;8,503;8,471;30,306;23,451;51,848;
2021-05-24;10:44:54;1;0,426;1035,7;1016,09;1316,787;18,798076;1;429039;8,136;8,084;8,061;31,069;23,868;51,457;
2021-05-24;10:45:54;1;2,985;1034,94;1015,28;1313,012;18,79572;1;429099;8,382;8,322;8,305;31,811;24,295;50,967;
2021-05-24;10:46:54;1;0,428;1034,24;1014,53;1315,1;18,792873;1;429159;8,346;8,28;8,269;32,529;24,744;50,411;
2021-05-24;10:47:54;1;2,987;1033,55;1013,93;1308,837;18,795033;1;429219;8,002;7,934;7,928;33,23;25,212;49,82;
2021-05-24;10:48:54;1;0,43;1032,9;1013,42;1305,175;18,792677;1;429279;7,665;7,596;7,595;33,91;25,656;49,181;
2021-05-24;10:49:54;1;0,43;1032,31;1012,88;1051,287;18,859034;1;429339;6,66;6,596;6,599;34,058;26,126;48,514;
2021-05-24;10:50:54;1;0,431;1031,53;1012,16;920,725;18,893882;1;429399;5,493;5,437;5,443;34,021;26,559;47,826;
2021-05-24;10:51:54;1;0,432;1030,78;1011,5;831,487;18,916753;1;429459;5,219;5,162;5,171;34,016;26,951;47,178;
2021-05-24;10:52:54;1;0,432;1030,1;1010,85;755,85;18,933834;1;429519;6,176;6,105;6,119;34,011;27,321;46,605;
2021-05-24;10:53:54;1;0,433;1029,53;1010,25;708,975;18,951699;1;429579;6,925;6,841;6,861;34,01;27,663;46,046;
2021-05-24;10:54:54;1;0,433;1029,1;1009,74;657,7;18,959356;1;429639;6,963;6,875;6,899;34,008;27,959;45,535;
2021-05-24;10:55:54;1;0,433;1028,7;1009,3;627,175;18,969663;1;429699;7,146;7,053;7,08;34,004;28,254;45,085;
2021-05-24;10:56:54;1;2,991;1028,27;1008,97;596,762;18,978399;1;429759;6,776;6,685;6,713;34,005;28,508;44,663;
2021-05-24;10:57:54;1;0,434;1028;1008,72;567,875;18,982227;1;429819;6,378;6,291;6,319;34,003;28,725;44,28;
2021-05-24;10:58:54;1;2,991;1027,82;1008,5;553,637;18,990375;1;429879;6,351;6,263;6,293;34;28,938;43,911;
2021-05-24;10:59:54;1;0,434;1027,62;1008,29;516,912;18,994595;1;429939;6,298;6,21;6,24;34,004;29,126;43,581;
2021-05-24;11:00:54;1;2,991;1027,43;1008,1;503,15;19,000583;1;429999;6,197;6,109;6,14;34,005;29,312;43,286;
2021-05-24;11:01:54;1;0,435;1027,4;1007,95;487,437;19,001369;1;430059;6,012;5,926;5,957;34,001;29,479;42,989;
2021-05-24;11:02:54;1;2,992;1027,27;1007,87;478,112;19,007847;1;430119;5,952;5,866;5,897;34,005;29,626;42,729;
2021-05-24;11:03:54;1;0,435;1027,09;1007,79;469,237;19,008829;1;430179;5,96;5,873;5,905;34,003;29,769;42,517;
2021-05-24;11:04:54;1;0,436;1026,97;1007,69;457,962;19,010596;1;430239;6,035;5,947;5,979;33,999;29,907;42,294;
2021-05-24;11:05:54;1;0,436;1026,89;1007,61;442,075;19,014522;1;430299;6,143;6,053;6,086;34,001;30,029;42,08;
2021-05-24;11:06:54;1;0,436;1026,83;1007,52;432,712;19,017271;1;430359;6,118;6,028;6,062;34,004;30,139;41,89;
2021-05-24;11:07:54;1;0,436;1026,78;1007,42;430,562;19,020903;1;430419;6,049;5,959;5,993;33,999;30,248;41,709;
2021-05-24;11:08:54;1;0,437;1026,75;1007,36;419,487;19,021001;1;430479;6,058;5,968;6,002;34,001;30,351;41,535;
2021-05-24;11:09:54;1;0,437;1026,68;1007,35;412,137;19,024829;1;430539;5,996;5,906;5,941;34,001;30,442;41,375;
2021-05-24;11:10:54;1;0,437;1026,62;1007,33;406,1;19,025124;1;430599;5,722;5,636;5,669;33,999;30,542;41,22;
2021-05-24;11:11:54;1;2,994;1026,53;1007,35;388,175;19,026694;1;430659;5,603;5,519;5,552;34,001;30,625;41,093;
2021-05-24;11:12:54;1;0,437;1026,42;1007,36;391,175;19,028854;1;430719;5,469;5,387;5,419;34,005;30,702;40,972;
2021-05-24;11:13:54;1;2,994;1026,37;1007,35;392,337;19,029148;1;430779;5,503;5,421;5,453;33,997;30,776;40,857;
2021-05-24;11:14:54;1;0,438;1026,36;1007,35;392,675;19,029148;1;430839;5,583;5,499;5,531;33,997;30,831;40,76;
2021-05-24;11:15:54;1;2,994;1026,37;1007,34;374,875;19,033467;1;430899;5,571;5,488;5,52;34,002;30,893;40,65;
2021-05-24;11:16:54;1;0,438;1026,36;1007,34;384,775;19,029639;1;430959;5,327;5,247;5,278;33,997;30,954;40,543;
2021-05-24;11:17:54;1;0,438;1026,35;1007,32;372,225;19,037296;1;431019;5,582;5,497;5,53;34,003;31,011;40,459;
2021-05-24;11:18:54;1;0,438;1026,36;1007,28;361,85;19,034744;1;431079;5,585;5,501;5,534;34;31,063;40,368;
2021-05-24;11:19:54;1;0,438;1026,34;1007,25;367,175;19,035529;1;431139;5,626;5,541;5,574;33,998;31,118;40,303;
2021-05-24;11:20:54;1;0,438;1026,37;1007,16;361,075;19,039063;1;431199;5,569;5,484;5,518;33,997;31,156;40,218;
2021-05-24;11:21:54;1;0,438;1026,36;1007,14;345,537;19,039357;1;431259;5,906;5,816;5,852;34,006;31,201;40,155;
2021-05-24;11:22:54;1;0,438;1026,38;1007,12;349,25;19,039946;1;431319;5,894;5,804;5,84;34,001;31,254;40,094;
2021-05-24;11:23:54;1;0,438;1026,33;1007,14;349,887;19,037688;1;431379;5,983;5,892;5,928;33,998;31,293;40,021;
2021-05-24;11:24:54;1;2,995;1026,28;1007,18;348,262;19,041615;1;431439;6,17;6,077;6,113;34;31,322;39,967;
2021-05-24;11:25:54;1;0,439;1026,23;1007,16;344,137;19,041026;1;431499;6,118;6,025;6,062;34,002;31,36;39,921;
2021-05-24;11:26:54;1;2,995;1026,17;1007,15;335,8;19,041222;1;431559;6,051;5,959;5,996;34,001;31,402;39,879;
2021-05-24;11:27:54;1;0,439;1026,2;1007,1;336,612;19,042989;1;431619;6,162;6,068;6,105;34,004;31,434;39,842;
2021-05-24;11:28:54;1;2,995;1026,19;1007,08;334,387;19,042204;1;431679;6,303;6,207;6,245;33,996;31,465;39,792;
2021-05-24;11:29:54;1;0,439;1026,11;1007,09;333,05;19,042695;1;431739;6,195;6,1;6,138;34;31,498;39,766;
2021-05-24;11:30:54;1;0,439;1026,14;1007,1;337,912;19,043186;1;431799;6,231;6,136;6,174;33,997;31,543;39,717;
2021-05-24;11:31:54;1;0,439;1026,13;1007,11;325,45;19,045051;1;431859;6,244;6,149;6,186;34,004;31,56;39,678;
2021-05-24;11:32:54;1;0,44;1026,11;1007,11;333,937;19,043971;1;431919;6,222;6,127;6,165;34;31,579;39,643;
2021-05-24;11:33:54;1;0,439;1026,1;1007,14;332,112;19,043087;1;431979;6,188;6,094;6,131;34;31,614;39,61;
2021-05-24;11:34:54;1;0,439;1026,1;1007,14;330,162;19,043185;1;432039;6,282;6,187;6,224;34;31,63;39,595;
2021-05-24;11:35:54;1;0,44;1026,08;1007,17;324,787;19,048977;1;432099;6,284;6,189;6,226;34,003;31,657;39,548;
2021-05-24;11:36:54;1;0,439;1026,1;1007,18;323,025;19,045738;1;432159;6,212;6,118;6,155;34,001;31,682;39,527;
2021-05-24;11:37:54;1;2,996;1026,07;1007,21;314,612;19,047505;1;432219;6,137;6,044;6,08;33,998;31,704;39,502;
2021-05-24;11:38:54;1;0,44;1026,07;1007,19;316,25;19,045444;1;432279;6,155;6,062;6,098;33,999;31,724;39,468;
2021-05-24;11:39:54;1;2,996;1026,08;1007,19;318,15;19,048781;1;432339;6,233;6,139;6,176;34,002;31,739;39,456;
2021-05-24;11:40:54;1;0,44;1026,06;1007,16;321,987;19,045443;1;432399;6,192;6,098;6,135;33,996;31,758;39,401;
2021-05-24;11:41:54;1;2,996;1026,01;1007,16;315,625;19,048879;1;432459;6,164;6,071;6,107;33,998;31,78;39,386;
2021-05-24;11:42:54;1;0,44;1026,02;1007,18;310,875;19,04829;1;432519;6,17;6,076;6,113;33,999;31,79;39,344;
2021-05-24;11:43:54;1;2,997;1026,01;1007,15;319,625;19,047308;1;432579;6,145;6,052;6,089;33,999;31,818;39,31;
2021-05-24;11:44:54;1;0,44;1025,98;1007,15;311,012;19,049369;1;432639;6,299;6,203;6,241;33,997;31,84;39,285;
2021-05-24;11:45:54;1;0,44;1025,98;1007,16;306,75;19,049664;1;432699;6,219;6,124;6,161;34;31,845;39,269;
2021-05-24;11:46:54;1;0,44;1025,98;1007,18;312,275;19,049173;1;432759;6,225;6,131;6,168;34,002;31,861;39,21;
2021-05-24;11:47:54;1;0,441;1025,98;1007,2;311,362;19,050548;1;432819;6,07;5,978;6,014;34,001;31,872;39,205;
2021-05-24;11:48:54;1;0,44;1025,96;1007,19;309,937;19,049075;1;432879;6,037;5,946;5,981;33,999;31,889;39,153;
2021-05-24;11:49:54;1;0,44;1025,95;1007,19;307,8;19,049272;1;432939;6,277;6,182;6,219;33,997;31,914;39,142;
2021-05-24;11:50:54;1;0,44;1025,94;1007,18;302,812;19,050842;1;432999;6,266;6,171;6,208;33,995;31,914;39,128;
2021-05-24;11:51:54;1;0,44;1025,92;1007,23;306,425;19,04937;1;433059;6,262;6,168;6,204;34,001;31,93;39,107;
2021-05-24;11:52:54;1;2,997;1025,9;1007,21;299,125;19,051726;1;433119;6,073;5,981;6,017;34,001;31,952;39,092;
2021-05-24;11:53:54;1;0,441;1025,86;1007,2;310,65;19,051039;1;433179;6,139;6,046;6,083;33,996;31,965;39,087;
2021-05-24;11:54:54;1;2,997;1025,86;1007,18;304,225;19,052216;1;433239;6,196;6,102;6,139;34,001;31,972;39,061;
2021-05-24;11:55:54;1;0,441;1025,83;1007,16;304,387;19,051628;1;433299;6,014;5,923;5,959;34;31,986;39,052;
2021-05-24;11:56:54;1;2,997;1025,81;1007,12;306,837;19,052413;1;433359;6,033;5,941;5,977;33,997;31,992;39,039;
2021-05-24;11:57:54;1;0,441;1025,86;1007,09;287,6;19,050843;1;433419;6,16;6,066;6,103;33,998;32,003;39,03;
2021-05-24;11:58:54;1;0,441;1025,84;1007,06;302,15;19,051824;1;433479;6,051;5,959;5,995;33,997;32,02;39,032;
2021-05-24;11:59:54;1;0,441;1025,83;1007,04;303;19,0531;1;433539;6,216;6,121;6,159;34,002;32,031;39,026;
2021-05-24;12:00:54;1;0,441;1025,83;1007,02;300,712;19,051922;1;433599;6,022;5,93;5,967;34,002;32,036;39,03;
2021-05-24;12:01:54;1;0,441;1025,81;1007;289,675;19,053198;1;433659;6,105;6,011;6,049;34;32,049;39,005;
2021-05-24;12:02:54;1;0,441;1025,81;1006,98;300,5;19,053983;1;433719;6,013;5,92;5,957;34;32,058;39,012;
2021-05-24;12:03:54;1;0,441;1025,78;1006,97;294,325;19,054572;1;433779;6,179;6,084;6,122;33,996;32,068;38,983;
2021-05-24;12:04:54;1;0,441;1025,76;1006,95;293,662;19,05202;1;433839;6,086;5,993;6,03;33,997;32,078;38,984;
2021-05-24;12:05:54;1;2,997;1025,76;1006,91;293,737;19,053688;1;433899;5,974;5,882;5,919;34,003;32,094;38,969;
2021-05-24;12:06:54;1;0,441;1025,77;1006,89;292,337;19,055456;1;433959;6,188;6,093;6,131;34,003;32,099;38,959;
2021-05-24;12:07:54;1;2,997;1025,74;1006,89;293,637;19,052904;1;434019;6,206;6,11;6,149;34;32,108;38,954;
2021-05-24;12:08:54;1;0,441;1025,69;1006,86;291,3;19,054572;1;434079;6,161;6,065;6,104;34,003;32,116;38,954;
2021-05-24;12:09:54;1;2,998;1025,7;1006,85;292,912;19,055358;1;434139;6,031;5,938;5,976;34,004;32,122;38,941;
2021-05-24;12:10:54;1;0,441;1025,66;1006,84;297,362;19,054278;1;434199;6,114;6,02;6,058;34,002;32,136;38,943;
2021-05-24;12:11:54;1;0,441;1025,65;1006,84;301,712;19,051529;1;434259;6,104;6,009;6,048;33,995;32,144;38,913;
2021-05-24;12:12:54;1;0,442;1025,66;1006,82;297,825;19,054278;1;434319;6,091;5,997;6,034;33,998;32,151;38,921;
2021-05-24;12:13:54;1;0,441;1025,65;1006,83;295,837;19,052805;1;434379;6,221;6,125;6,164;33,998;32,166;38,916;
2021-05-24;12:14:54;1;0,441;1025,59;1006,83;287,212;19,054081;1;434439;6,045;5,952;5,989;33,999;32,172;38,913;
2021-05-24;12:15:54;1;0,442;1025,62;1006,8;295,025;19,053885;1;434499;6,118;6,023;6,062;33,999;32,183;38,911;
2021-05-24;12:16:54;1;0,441;1025,58;1006,78;292,725;19,055063;1;434559;6,179;6,083;6,122;33,996;32,191;38,902;
2021-05-24;12:17:54;1;0,441;1025,57;1006,79;293,637;19,05467;1;434619;6,352;6,254;6,294;34,001;32,207;38,917;
2021-05-24;12:18:54;1;2,998;1025,6;1006,75;284,9;19,056241;1;434679;6,175;6,079;6,118;34,001;32,196;38,885;
2021-05-24;12:19:54;1;0,441;1025,56;1006,75;293;19,056536;1;434739;6,283;6,185;6,225;34;32,211;38,904;
2021-05-24;12:20:54;1;2,998;1025,57;1006,74;285,012;19,057812;1;434799;6,238;6,141;6,18;34,002;32,224;38,868;
2021-05-24;12:21:54;1;0,441;1025,57;1006,76;289,525;19,056339;1;434859;6,116;6,021;6,06;33,997;32,233;38,893;
2021-05-24;12:22:54;1;2,998;1025,56;1006,74;285,462;19,058008;1;434919;6,245;6,148;6,188;34,002;32,241;38,846;
2021-05-24;12:23:54;1;0,442;1025,53;1006,77;279,95;19,057321;1;434979;6,201;6,105;6,144;34,001;32,233;38,876;
2021-05-24;12:24:54;1;2,998;1025,56;1006,76;283,862;19,056339;1;435039;6,187;6,091;6,13;33,999;32,245;38,874;
2021-05-24;12:25:54;1;0,441;1025,53;1006,74;293,125;19,055652;1;435099;6,272;6,174;6,214;33,995;32,254;38,824;
2021-05-24;12:26:54;1;0,441;1025,51;1006,72;287,462;19,055063;1;435159;6,205;6,108;6,148;33,998;32,251;38,837;
2021-05-24;12:27:54;1;0,441;1025,54;1006,71;283,65;19,057223;1;435219;6,343;6,244;6,284;34,003;32,275;38,853;
2021-05-24;12:28:54;1;0,442;1025,52;1006,69;289,85;19,057124;1;435279;6,29;6,192;6,232;34;32,272;38,836;
2021-05-24;12:29:54;1;0,442;1025,52;1006,71;288,312;19,058204;1;435339;6,311;6,213;6,253;33,998;32,286;38,844;
2021-05-24;12:30:54;1;0,441;1025,51;1006,68;287,725;19,056928;1;435399;6,473;6,372;6,413;34;32,306;38,849;
2021-05-24;12:31:54;1;0,442;1025,46;1006,66;287,425;19,055947;1;435459;6,199;6,102;6,142;33,997;32,296;38,832;
2021-05-24;12:32:54;1;0,441;1025,46;1006,62;285,487;19,05791;1;435519;6,256;6,158;6,198;33,996;32,298;38,819;
2021-05-24;12:33:54;1;2,998;1025,43;1006,6;279,812;19,057419;1;435579;6,249;6,151;6,191;34,001;32,331;38,832;
2021-05-24;12:34:54;1;0,442;1025,4;1006,56;284,875;19,058204;1;435639;6,259;6,16;6,201;33,994;32,327;38,848;
2021-05-24;12:35:54;1;2,998;1025,36;1006,53;279,275;19,059186;1;435699;6,288;6,189;6,23;34,001;32,331;38,829;
2021-05-24;12:36:54;1;0,442;1025,35;1006,54;275,65;19,056536;1;435759;6,397;6,296;6,338;33,997;32,329;38,795;
2021-05-24;12:37:54;1;2,998;1025,34;1006,54;281,75;19,058106;1;435819;6,286;6,187;6,228;34;32,333;38,819;
2021-05-26;10:22:23;3;0,413;1020,9;1001,21;1325,487;18,849414;1;435935;7,86;7,695;7,788;24,619;21,507;52,175;
2021-05-26;10:23:23;3;0,415;1023,32;1003,66;1332,15;18,851475;1;435995;6,971;6,842;6,907;25,856;21,635;53,134;
2021-05-26;10:24:23;3;0,418;1024,39;1004,74;1313,137;18,848236;1;436055;7,716;7,58;7,644;26,85;21,823;53,859;
2021-05-26;10:25:23;3;0,42;1024,57;1004,93;1311,825;18,845586;1;436115;8,583;8,434;8,504;27,753;22,098;54,179;
2021-05-26;10:26:23;3;0,422;1024,44;1004,88;1308,287;18,842641;1;436175;9,535;9,369;9,447;28,607;22,418;54,543;
2021-05-26;10:27:23;3;0,423;1023,91;1004,45;1311,512;18,840285;1;436235;8,967;8,808;8,885;29,429;22,777;54,438;
2021-05-26;10:28:23;3;2,982;1023,48;1004;1317,1;18,840482;1;436295;8,803;8,643;8,722;30,208;23,176;54,136;
2021-05-26;10:29:23;3;0,426;1022,99;1003,52;1312,15;18,842249;1;436355;8,638;8,477;8,559;30,962;23,59;53,703;
2021-05-26;10:30:23;3;2,984;1022,58;1003,12;1308,6;18,840384;1;436415;9,13;8,956;9,046;31,698;24,019;53,306;
2021-05-26;10:31:23;3;0,427;1022,21;1002,73;1308,725;18,841267;1;436475;8,736;8,566;8,656;32,41;24,468;52,798;
2021-05-26;10:32:23;3;2,986;1021,87;1002,33;1306,412;18,837929;1;436535;8,563;8,393;8,484;33,102;24,923;52,125;
2021-05-26;10:33:23;3;0,429;1021,62;1002,01;1308,325;18,836849;1;436595;8,697;8,521;8,617;33,777;25,382;51,436;
2021-05-26;10:34:23;3;2,987;1021,13;1001,72;1096,612;18,888777;1;436655;7,775;7,616;7,704;34,108;25,848;50,726;
2021-05-26;10:35:23;3;0,43;1020,64;1001,21;952,637;18,915968;1;436715;6,61;6,471;6,549;34,02;26,286;49,999;
2021-05-26;10:36:23;3;0,43;1020,02;1000,65;854,375;18,937269;1;436775;5,609;5,488;5,557;34,014;26,699;49,348;
2021-05-26;10:37:23;3;0,431;1019,51;1000,15;781,725;18,956116;1;436835;6,015;5,882;5,96;34,01;27,061;48,733;
2021-05-26;10:38:23;3;0,432;1019,05;999,72;706,112;18,965932;1;436895;7,215;7,053;7,148;34,01;27,397;48,163;
2021-05-26;10:39:23;3;0,432;1018,59;999,33;683,525;18,978988;1;436955;7,728;7,552;7,657;34,003;27,707;47,666;
2021-05-26;10:40:23;3;0,433;1018,28;999,06;620,85;18,984975;1;437015;7,72;7,542;7,649;34,008;27,99;47,229;
2021-05-26;10:41:23;3;0,433;1018,08;998,84;595,837;18,992141;1;437075;7,804;7,622;7,732;34,006;28,241;46,809;
2021-05-26;10:42:23;3;0,433;1017,89;998,6;578,5;18,998032;1;437135;7,356;7,183;7,288;34,004;28,483;46,435;
2021-05-26;10:43:23;3;2,991;1017,62;998,36;568,212;19,004805;1;437195;6,84;6,678;6,777;34,002;28,696;46,09;
